codigo_receita;orgao;uniorcam;receita_realizada_jan;receita_realizada_fev;receita_realizada_mar;receita_realizada_abr;receita_realizada_mai;receita_realizada_jun;receita_realizada_jul;receita_realizada_ago;receita_realizada_set;receita_realizada_out;receita_realizada_nov;receita_realizada_dez;meta_1bim;meta_2bim;meta_3bim;meta_4bim;meta_5bim;meta_6bim;caracteristica_peculiar_receita;recurso_vinculado;complemento_recurso_vinculado;fonte_recurso_stn;acompanhamento_execucao_orcamentaria;data_inicial;data_final;data_geracao;cnpj;entidade;arquivo
4.1.3.1.0.01.1.4.00.00.00.00.000;02;0201;29,14;18,70;0,00;0,00;138,09;0,00;36,55;39,58;56,17;0,00;35,95;36,55;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.0.00.0.0.00.00.00.00.000;02;0201;503.293,00;105.470,31;119.925,31;219.147,94;470.313,06;494.983,30;235.494,11;73.577,13;415.603,09;452.481,75;21.144,26;263.885,53;371.256,68;371.256,68;371.318,69;371.584,90;373.393,47;376.237,61;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.0.0.00.00.00.00.000;02;0201;503.293,00;105.470,31;119.925,31;219.147,94;470.313,06;494.983,30;235.494,11;73.577,13;415.603,09;452.481,75;21.144,26;263.885,53;371.256,68;371.256,68;371.318,69;371.584,90;373.393,47;376.237,61;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.0.00.00.00.00.000;02;0201;12.225,11;12.717,31;12.650,48;14.412,17;15.363,12;14.633,01;19.014,08;15.576,76;17.255,71;13.634,99;7.665,22;6.371,78;24.651,48;24.651,48;24.713,49;24.979,70;26.788,27;29.632,44;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.00.00.00.00.000;02;0201;12.225,11;12.717,31;12.650,48;14.412,17;15.363,12;14.633,01;19.014,08;15.576,76;17.255,71;13.634,99;7.665,22;6.371,78;24.651,48;24.651,48;24.713,49;24.979,70;26.788,27;29.632,44;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.00.00.00.000;02;0201;2.588,10;2.425,80;2.414,26;3.102,37;3.726,97;3.729,74;4.329,84;3.981,64;4.160,36;3.399,55;3.315,76;2.442,41;1.651,66;1.651,66;1.713,67;1.979,88;3.788,45;6.632,62;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.02.00.00.000;02;0201;554,26;445,48;657,90;1.148,94;1.616,00;1.678,86;2.148,65;2.075,73;2.074,56;1.057,94;885,15;691,50;1.360,74;1.360,74;1.360,74;1.360,74;1.360,74;1.360,75;000;0031;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.00.00.000;02;0201;1.346,79;1.435,93;1.090,58;1.236,72;1.348,33;1.238,43;1.367,23;1.022,95;1.008,38;1.299,54;932,11;526,53;0,00;0,00;62,01;328,22;2.136,79;4.592,07;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.01.00.000;02;0201;5,16;4,71;4,49;5,03;5,30;4,54;2,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;31,66;0,00;000;4111;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.02.00.000;02;0201;1,77;1,61;1,54;25,44;40,28;49,33;86,11;65,72;50,03;72,05;65,80;84,02;0,00;0,00;30,36;0,00;0,00;0,00;000;4050;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.03.00.000;02;0201;336,33;306,80;165,00;244,70;299,96;260,41;198,19;62,28;57,12;58,05;39,71;9,11;0,00;0,00;0,00;0,00;0,00;0,00;000;4931;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.04.00.000;02;0201;134,54;122,86;74,26;99,36;122,05;105,69;68,86;3,29;2,99;3,00;2,24;0,79;0,00;0,00;0,00;0,00;0,00;4,82;000;4931;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.05.00.000;02;0201;0,00;223,23;195,22;191,45;137,38;147,60;147,61;0,00;0,00;222,24;100,62;0,00;0,00;0,00;0,00;0,00;0,00;1.264,73;000;4500;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.07.00.000;02;0201;0,00;0,00;23,20;24,44;36,13;29,26;40,07;40,42;37,57;43,81;25,38;25,30;0,00;0,00;0,00;0,00;0,00;0,00;000;4503;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.08.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;7,86;6,61;6,88;6,73;11,17;0,26;0,00;0,00;0,00;0,00;0,00;0,00;000;4160;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.09.00.000;02;0201;0,00;0,00;14,82;68,28;124,83;158,70;258,21;300,59;367,32;397,90;328,98;135,36;0,00;0,00;0,00;0,00;0,00;2.154,99;000;4011;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.10.00.000;02;0201;0,00;0,00;1,48;6,34;7,98;0,24;1,63;5,96;8,54;13,79;20,38;16,26;0,00;0,00;7,82;0,00;0,00;0,00;000;4050;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.11.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;35,96;33,09;34,40;29,98;27,80;10,05;0,00;0,00;0,00;0,00;0,00;0,00;000;4090;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.16.00.000;02;0201;45,11;41,34;39,76;44,20;39,09;32,01;36,66;25,12;23,43;29,58;14,26;11,54;0,00;0,00;0,00;0,00;0,00;0,00;000;4503;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.17.00.000;02;0201;230,36;210,23;200,97;222,91;234,79;203,59;247,68;219,49;203,58;209,02;164,11;137,43;0,00;0,00;0,00;0,00;1.770,02;708,57;000;4303;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.18.00.000;02;0201;39,42;9,21;5,99;6,69;6,91;5,93;2,82;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76,97;0,00;000;4710;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.19.00.000;02;0201;44,76;40,31;38,48;42,66;44,85;33,65;13,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,14;0,00;000;4710;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.20.00.000;02;0201;54,72;50,14;48,21;53,85;55,56;48,44;59,13;44,62;42,00;61,45;41,66;35,85;0,00;0,00;0,00;0,00;0,00;0,00;000;4505;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.21.00.000;02;0201;9,85;8,99;4,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,83;0,00;0,00;0,00;000;4936;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.22.00.000;02;0201;406,61;364,70;221,04;148,23;138,94;117,41;122,50;52,28;25,69;1,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;4520;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.23.00.000;02;0201;33,66;33,79;33,91;34,04;34,16;34,29;34,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;238,27;0,00;0,00;000;4760;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.24.00.000;02;0201;4,50;18,01;17,22;19,10;20,12;7,34;3,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;89,95;0,00;0,00;000;4190;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.25.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;163,48;148,83;146,65;80,39;51,11;0,00;0,00;0,00;0,00;0,00;458,96;000;4500;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.03.27.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,73;9,61;9,45;0,00;0,00;0,00;0,00;0,00;0,00;000;4300;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.00.00.000;02;0201;124,59;120,18;120,37;127,40;100,00;98,36;109,36;61,91;46,40;96,63;69,89;35,07;0,00;0,00;0,00;0,00;0,00;277,97;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.01.00.000;02;0201;0,00;6,66;9,91;10,88;7,72;10,56;14,87;7,49;3,99;11,27;10,89;4,23;0,00;0,00;0,00;0,00;0,00;0,00;000;1064;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.02.00.000;02;0201;85,07;76,61;73,03;74,13;52,88;53,36;53,42;22,77;0,00;14,66;10,33;12,79;0,00;0,00;0,00;0,00;0,00;0,00;000;1021;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.03.00.000;02;0201;28,21;26,55;27,47;31,26;34,06;30,31;36,03;27,85;26,24;41,23;28,43;10,25;0,00;0,00;0,00;0,00;0,00;213,45;000;1038;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.04.00.000;02;0201;11,31;10,36;9,96;11,13;5,34;4,13;5,04;3,80;3,33;3,66;1,10;1,07;0,00;0,00;0,00;0,00;0,00;0,00;000;1067;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.07.05.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,84;25,81;19,14;6,73;0,00;0,00;0,00;0,00;0,00;64,52;000;1103;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.00.00.000;02;0201;16,16;62,51;80,93;73,60;55,17;34,84;29,00;44,77;42,19;59,41;56,87;38,79;0,00;0,00;0,00;0,00;0,00;110,86;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.03.00.000;02;0201;16,16;62,40;61,82;48,62;13,44;17,09;6,00;20,77;17,11;24,35;19,33;4,88;0,00;0,00;0,00;0,00;0,00;0,00;000;1014;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.04.00.000;02;0201;0,00;0,11;6,74;15,71;23,89;10,02;6,22;2,84;0,58;5,59;5,92;0,94;0,00;0,00;0,00;0,00;0,00;78,56;000;1016;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.05.00.000;02;0201;0,00;0,00;6,21;8,26;10,37;6,51;0,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;32,30;000;1001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.06.00.000;02;0201;0,00;0,00;6,16;1,01;7,47;1,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1031;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.08.07.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;15,83;21,16;24,50;29,47;31,62;32,97;0,00;0,00;0,00;0,00;0,00;0,00;000;1070;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.00.00.000;02;0201;546,30;361,70;464,48;515,71;607,47;679,25;675,60;776,28;988,83;886,03;1.371,74;1.150,52;290,92;290,92;290,92;290,92;290,92;290,97;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.01.00.000;02;0201;84,94;77,84;77,70;86,17;94,90;89,74;116,75;106,91;99,70;103,77;82,05;79,49;223,04;223,04;223,04;223,04;223,04;223,09;000;1005;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.02.00.000;02;0201;0,00;0,00;92,56;134,26;147,63;136,60;104,26;73,22;72,06;63,22;73,24;27,59;0,00;0,00;0,00;0,00;0,00;0,00;000;1017;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.06.00.000;02;0201;26,31;26,41;26,51;26,60;57,89;58,10;58,31;77,19;71,62;30,94;28,51;26,04;67,88;67,88;67,88;67,88;67,88;67,88;000;1050;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.07.00.000;02;0201;348,44;251,58;252,51;253,46;135,97;235,56;236,44;237,32;220,18;179,07;176,47;161,18;0,00;0,00;0,00;0,00;0,00;0,00;000;1022;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.08.00.000;02;0201;83,50;5,87;5,89;5,91;158,66;159,25;159,84;97,17;192,61;193,27;178,06;94,96;0,00;0,00;0,00;0,00;0,00;0,00;000;1200;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.09.00.000;02;0201;3,11;0,00;0,00;0,00;12,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1022;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.10.00.000;02;0201;0,00;0,00;9,31;9,31;0,00;0,00;0,00;11,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1200;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.11.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;172,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1207;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.12.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;332,66;271,99;250,59;228,90;0,00;0,00;0,00;0,00;0,00;0,00;000;1207;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.13.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;411,94;376,28;0,00;0,00;0,00;0,00;0,00;0,00;000;1206;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.14.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;000;1206;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.15.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;170,86;156,07;0,00;0,00;0,00;0,00;0,00;0,00;000;1203;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.01.99.16.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,63;0,02;0,01;0,00;0,00;0,00;0,00;0,00;0,00;000;1203;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.00.00.00.000;02;0201;9.637,01;10.291,51;10.236,22;11.309,80;11.636,15;10.903,27;14.684,24;11.595,12;13.095,35;10.235,44;4.349,46;3.929,37;22.999,82;22.999,82;22.999,82;22.999,82;22.999,82;22.999,82;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.00.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.999,82;22.999,82;22.999,82;22.999,82;22.999,82;22.999,82;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.01.00.000;02;0201;3.890,42;6.751,59;4.695,24;3.843,97;5.862,20;8.697,75;3.988,19;2.058,92;733,87;665,31;385,67;67,87;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.02.00.000;02;0201;5.400,38;3.018,58;4.951,72;6.786,82;5.135,76;1.463,15;6.866,47;3.566,46;1.028,86;527,58;843,27;730,33;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.05.00.000;02;0201;346,21;521,34;589,26;679,01;638,19;742,37;1.055,09;975,65;1.022,77;1.253,35;1.144,44;618,71;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.1.1.02.99.08.00.000;02;0201;0,00;0,00;0,00;0,00;0,00;0,00;2.774,49;4.994,09;10.309,85;7.789,20;1.976,08;2.512,46;0,00;0,00;0,00;0,00;0,00;0,00;000;0001;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.0.00.00.00.00.000;02;0201;491.067,89;92.753,00;107.274,83;204.735,77;454.949,94;480.350,29;216.480,03;58.000,37;398.347,38;438.846,76;13.479,04;257.513,75;346.605,20;346.605,20;346.605,20;346.605,20;346.605,20;346.605,17;000;0000;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.00.00.00.00.000;12;1201;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;346.605,20;346.605,20;346.605,20;346.605,20;346.605,20;346.605,17;000;0050;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.01.00.00.00.000;12;1201;162.260,46;19.297,33;21.818,53;58.764,06;144.607,47;153.447,01;54.580,52;0,00;123.065,07;126.207,73;0,00;46.705,92;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
4.1.3.2.1.00.4.1.02.00.00.00.000;12;1201;154.891,16;11.563,45;10.435,86;44.254,41;131.848,37;136.404,65;42.401,72;0,00;106.119,60;109.446,84;0,00;31.808,90;0,00;0,00;0,00;0,00;0,00;0,00;000;0050;;;;2019-01-01;2019-12-31;2020-01-13;87612826000190;"PREFEITURA MUNICIPAL INDEPENDENCIA";"Z:/Abase/ARQUIVOSPAD\2019\MES12\RECEITA.TXT"
